,SHIP_NAME,WATER_BODY,CSN,STN_DATE,CODE,DEPTH_FROM,DETECTION,FLAG,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
77524,CCGS LIMNOS,LAKE SUPERIOR,42,2003-05-22 09:53:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,46.85667,-86.56778
153270,CCGS LIMNOS,LAKE SUPERIOR,15,2005-10-03 14:56:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.85917,-86.56611
179694,CCGS LIMNOS,LAKE SUPERIOR,29,2016-08-07 23:09:00,100,0.0,,,22.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.87333,-89.77222
235596,CCGS LIMNOS,LAKE SUPERIOR,37,2019-05-27 00:00:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.89361,-84.66806
60440,CCGS LIMNOS,LAKE SUPERIOR,7,2016-08-04 19:00:00,100,0.0,,,21.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.905,-86.08194
118120,CCGS LIMNOS,LAKE SUPERIOR,30,2013-05-18 22:20:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.90583,-91.82056
80129,CCGS LIMNOS,LAKE SUPERIOR,38,2016-08-11 14:03:00,100,0.0,,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.90611,-91.82111
223663,CCGS LIMNOS,LAKE SUPERIOR,28,2019-09-11 00:00:00,100,0.0,,,9.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.90639,-91.82
163030,CCGS LIMNOS,LAKE SUPERIOR,21,2011-05-17 03:26:00,100,0.0,0.0,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,46.90667,-91.82028
176186,CCGS LIMNOS,LAKE SUPERIOR,27,2008-05-10 12:50:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.90667,-91.82028
160843,CCGS LIMNOS,LAKE SUPERIOR,17,2011-07-31 05:31:00,100,0.0,0.0,,18.1,TEMP,TEMPERATURE (OF WATER),DEG C,46.90667,-91.81972
51075,CCGS LIMNOS,LAKE SUPERIOR,26,2008-09-21 13:54:00,100,0.0,0.0,,12.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.90722,-91.82111
161051,CCGS LIMNOS,LAKE SUPERIOR,34,2001-08-23 02:42:00,100,0.0,,,19.6,TEMP,TEMPERATURE (OF WATER),DEG C,46.9075,-86.59722
49504,CCGS LIMNOS,LAKE SUPERIOR,31,2001-05-15 07:35:00,100,0.0,,,2.7,TEMP,TEMPERATURE (OF WATER),DEG C,46.90833,-86.59694
34292,CCGS LIMNOS,LAKE SUPERIOR,79,2016-08-16 13:21:00,100,0.0,,,20.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.91111,-86.86667
137726,CCGS LIMNOS,LAKE SUPERIOR,46,2008-09-24 04:29:00,100,0.0,0.0,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.92722,-87.30306
186895,CCGS LIMNOS,LAKE SUPERIOR,32,2001-08-22 18:16:00,100,0.0,,,20.4,TEMP,TEMPERATURE (OF WATER),DEG C,46.93278,-87.305
6341,CCGS LIMNOS,LAKE SUPERIOR,8,2013-05-16 04:58:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93278,-87.30389
136145,CCGS LIMNOS,LAKE SUPERIOR,10,2016-08-05 09:02:00,100,0.0,,,21.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.93278,-87.30222
286846,CCGS LIMNOS,LAKE SUPERIOR,39,2003-05-22 00:43:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,46.93306,-87.30583
168150,CCGS LIMNOS,LAKE SUPERIOR,35,2011-05-20 22:21:00,100,0.0,0.0,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,46.93306,-87.305
175949,CCGS LIMNOS,LAKE SUPERIOR,46,2008-05-12 20:16:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.93333,-87.30528
7480,CCGS LIMNOS,LAKE SUPERIOR,39,2019-09-13 00:00:00,100,0.0,,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,46.93333,-87.30472
31534,CCGS LIMNOS,LAKE SUPERIOR,9,2016-05-27 07:00:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93333,-87.30472
307144,CCGS LIMNOS,LAKE SUPERIOR,29,2001-05-15 00:15:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,46.93389,-87.30583
224966,CCGS LIMNOS,LAKE SUPERIOR,32,2019-09-11 00:00:00,100,0.0,,,9.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93778,-91.44917
228847,CCGS LIMNOS,LAKE SUPERIOR,39,2016-08-11 17:04:00,100,0.0,,,18.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93778,-91.44889
297219,CCGS LIMNOS,LAKE SUPERIOR,31,2008-05-10 19:19:00,100,0.0,0.0,,1.7,TEMP,TEMPERATURE (OF WATER),DEG C,46.93806,-91.44861
128689,CCGS LIMNOS,LAKE SUPERIOR,30,2008-09-21 20:24:00,100,0.0,0.0,,12.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93833,-91.44889
263948,CCGS LIMNOS,LAKE SUPERIOR,26,2003-05-19 20:57:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93833,-91.44861
318593,CCGS LIMNOS,LAKE SUPERIOR,26,2013-05-18 14:42:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93833,-91.44806
217457,CCGS LIMNOS,LAKE SUPERIOR,24,2016-05-29 16:47:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,46.93833,-91.4475
270182,CCGS LIMNOS,LAKE SUPERIOR,43,2011-05-21 22:48:00,100,0.0,0.0,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,46.96778,-85.72833
196246,CCGS LIMNOS,LAKE SUPERIOR,37,2001-08-23 11:05:00,100,0.0,,,17.200001,TEMP,TEMPERATURE (OF WATER),DEG C,46.96806,-85.72861
230127,CCGS LIMNOS,LAKE SUPERIOR,45,2003-05-22 17:00:00,100,0.0,,,3.4,TEMP,TEMPERATURE (OF WATER),DEG C,46.96917,-85.72778
233678,CCGS LIMNOS,LAKE SUPERIOR,28,2001-05-14 19:59:00,100,0.0,,,3.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.01556,-88.18333
165670,CCGS LIMNOS,LAKE SUPERIOR,8,2005-08-10 08:44:00,100,0.0,0.0,,18.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.01611,-88.18333
103831,CCGS LIMNOS,LAKE SUPERIOR,38,2019-09-13 00:00:00,100,0.0,,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.01639,-88.18417
18632,CCGS LIMNOS,LAKE SUPERIOR,31,2001-08-22 13:50:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01639,-88.18278
294495,CCGS LIMNOS,LAKE SUPERIOR,12,2016-08-05 15:30:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01639,-88.18278
100572,CCGS LIMNOS,LAKE SUPERIOR,38,2003-05-21 20:21:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.18333
184974,CCGS LIMNOS,LAKE SUPERIOR,8,2005-05-29 13:03:00,100,0.0,0.0,,4.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.18333
246766,CCGS LIMNOS,LAKE SUPERIOR,9,2013-05-16 09:30:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.18333
269739,CCGS LIMNOS,LAKE SUPERIOR,45,2008-05-12 15:47:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.18306
45985,CCGS LIMNOS,LAKE SUPERIOR,10,2016-05-27 11:25:00,100,0.0,,,5.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.1825
198688,CCGS LIMNOS,LAKE SUPERIOR,45,2008-09-23 23:47:00,100,0.0,0.0,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01667,-88.18222
109754,CCGS LIMNOS,LAKE SUPERIOR,3,2005-09-29 21:16:00,100,0.0,0.0,,16.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.01694,-88.18361
72801,CCGS LIMNOS,LAKE SUPERIOR,30,2011-05-19 17:52:00,100,0.0,0.0,,2.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.01694,-88.18333
128835,CCGS LIMNOS,LAKE SUPERIOR,6,2011-07-28 12:58:00,100,0.0,0.0,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.01694,-88.18222
137928,CCGS LIMNOS,LAKE SUPERIOR,34,2016-08-08 13:11:00,100,0.0,,,21.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.02167,-90.96139
7574,CCGS LIMNOS,LAKE SUPERIOR,11,2011-07-29 18:41:00,100,0.0,0.0,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.02583,-89.03778
196627,CCGS LIMNOS,LAKE SUPERIOR,37,2008-05-11 13:14:00,100,0.0,0.0,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.02611,-89.03944
271239,CCGS LIMNOS,LAKE SUPERIOR,18,2013-05-17 13:21:00,100,0.0,0.0,,4.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.02639,-89.03889
331116,CCGS LIMNOS,LAKE SUPERIOR,36,2019-09-13 00:00:00,100,0.0,,,5.25,TEMP,TEMPERATURE (OF WATER),DEG C,47.02639,-89.03889
235021,CCGS LIMNOS,LAKE SUPERIOR,31,2005-06-07 01:46:00,100,0.0,0.0,,8.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.02639,-89.03667
127586,CCGS LIMNOS,LAKE SUPERIOR,28,2011-05-19 01:56:00,100,0.0,0.0,,5.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.02667,-89.03833
156089,CCGS LIMNOS,LAKE SUPERIOR,4,2005-09-30 05:39:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.02667,-89.03806
315785,CCGS LIMNOS,LAKE SUPERIOR,20,2016-05-28 19:37:00,100,0.0,,,9.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.02667,-89.03806
103828,CCGS LIMNOS,LAKE SUPERIOR,27,2016-08-07 15:20:00,100,0.0,,,21.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.02667,-89.03778
241834,CCGS LIMNOS,LAKE SUPERIOR,22,2001-05-14 03:08:00,100,0.0,,,4.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.02694,-89.03889
320423,CCGS LIMNOS,LAKE SUPERIOR,30,2003-05-20 23:23:00,100,0.0,,,6.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.02694,-89.03806
227192,CCGS LIMNOS,LAKE SUPERIOR,25,2001-08-21 20:40:00,100,0.0,,,20.799999,TEMP,TEMPERATURE (OF WATER),DEG C,47.02722,-89.03917
89104,CCGS LIMNOS,LAKE SUPERIOR,35,2008-09-22 14:10:00,100,0.0,0.0,,15.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.02722,-89.03833
122844,CCGS LIMNOS,LAKE SUPERIOR,2,2001-08-18 02:10:00,100,0.0,,,16.700001,TEMP,TEMPERATURE (OF WATER),DEG C,47.03611,-85.10417
133867,CCGS LIMNOS,LAKE SUPERIOR,3,2016-08-04 05:53:00,100,0.0,,,20.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.03611,-85.1025
23826,CCGS LIMNOS,LAKE SUPERIOR,2,2011-05-11 05:26:00,100,0.0,0.0,,3.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.03639,-85.10333
34553,CCGS LIMNOS,LAKE SUPERIOR,3,2013-05-15 07:22:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.03667,-85.10639
124489,CCGS LIMNOS,LAKE SUPERIOR,4,2019-09-05 00:00:00,100,0.0,,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.03667,-85.10333
5596,CCGS LIMNOS,LAKE SUPERIOR,3,2008-05-07 04:28:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.03667,-85.10306
19753,CCGS LIMNOS,LAKE SUPERIOR,2,2011-07-27 07:05:00,100,0.0,0.0,,12.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.03667,-85.10306
15845,CCGS LIMNOS,LAKE SUPERIOR,2,2001-05-10 13:23:00,100,0.0,,,2.06,TEMP,TEMPERATURE (OF WATER),DEG C,47.03667,-85.10278
216168,CCGS LIMNOS,LAKE SUPERIOR,3,2003-05-16 18:48:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.03694,-85.10361
224230,CCGS LIMNOS,LAKE SUPERIOR,1,2019-05-22 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.03694,-85.10361
60357,CCGS LIMNOS,LAKE SUPERIOR,3,2016-05-25 23:53:00,100,0.0,,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.03694,-85.10278
304850,CCGS LIMNOS,LAKE SUPERIOR,3,2008-09-17 05:10:00,100,0.0,0.0,,15.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.03694,-85.09917
90547,CCGS LIMNOS,LAKE SUPERIOR,36,2019-05-27 00:00:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.04389,-84.8125
78682,CCGS LIMNOS,LAKE SUPERIOR,49,2008-09-24 15:50:00,100,0.0,0.0,,13.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.07528,-86.47361
82067,CCGS LIMNOS,LAKE SUPERIOR,6,2016-05-26 19:45:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.07944,-86.47639
175745,CCGS LIMNOS,LAKE SUPERIOR,5,2013-05-15 16:59:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.07972,-86.47806
112032,CCGS LIMNOS,LAKE SUPERIOR,43,2003-05-22 11:26:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.07972,-86.47778
247711,CCGS LIMNOS,LAKE SUPERIOR,80,2016-08-16 16:07:00,100,0.0,,,20.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.08,-86.47833
49703,CCGS LIMNOS,LAKE SUPERIOR,49,2008-05-13 07:35:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.08,-86.47806
241564,CCGS LIMNOS,LAKE SUPERIOR,35,2001-08-23 05:04:00,100,0.0,,,18.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.08,-86.47778
168123,CCGS LIMNOS,LAKE SUPERIOR,32,2001-05-15 09:38:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.08028,-86.47889
323359,CCGS LIMNOS,LAKE SUPERIOR,39,2011-05-21 10:55:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.08056,-86.47806
215893,CCGS LIMNOS,LAKE SUPERIOR,4,2011-07-27 22:37:00,100,0.0,0.0,,9.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.08306,-86.48028
268272,CCGS LIMNOS,LAKE SUPERIOR,11,2016-08-05 12:01:00,100,0.0,,,20.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.08472,-87.66611
197010,CCGS LIMNOS,LAKE SUPERIOR,24,2013-05-18 09:02:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.09972,-90.46278
234561,CCGS LIMNOS,LAKE SUPERIOR,33,2016-08-08 10:11:00,100,0.0,,,20.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.09972,-90.46278
241913,CCGS LIMNOS,LAKE SUPERIOR,22,2016-05-29 10:45:00,100,0.0,,,5.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.09972,-90.4625
23286,CCGS LIMNOS,LAKE SUPERIOR,25,2008-05-10 04:05:00,100,0.0,0.0,,2.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.1,-90.4625
207955,CCGS LIMNOS,LAKE SUPERIOR,23,2008-09-21 03:29:00,100,0.0,0.0,,14.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.1,-90.4625
43866,CCGS LIMNOS,LAKE SUPERIOR,30,2005-06-06 01:51:00,100,0.0,0.0,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.13083,-91.11111
254586,CCGS LIMNOS,LAKE SUPERIOR,8,2005-10-01 13:45:00,100,0.0,0.0,,12.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.13111,-91.11167
70446,CCGS LIMNOS,LAKE SUPERIOR,25,2008-09-21 10:01:00,100,0.0,0.0,,12.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.13111,-91.11111
11284,CCGS LIMNOS,LAKE SUPERIOR,25,2011-05-17 23:10:00,100,0.0,0.0,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.13139,-91.11222
315561,CCGS LIMNOS,LAKE SUPERIOR,32,2008-05-10 21:33:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.13139,-91.11194
24028,CCGS LIMNOS,LAKE SUPERIOR,25,2013-05-18 12:18:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.13139,-91.11167
285338,CCGS LIMNOS,LAKE SUPERIOR,23,2016-05-29 14:22:00,100,0.0,,,3.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.13139,-91.11139
234553,CCGS LIMNOS,LAKE SUPERIOR,20,2001-08-20 22:04:00,100,0.0,,,19.200001,TEMP,TEMPERATURE (OF WATER),DEG C,47.13167,-91.11278
290520,CCGS LIMNOS,LAKE SUPERIOR,40,2016-08-11 20:23:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.13167,-91.11278
94142,CCGS LIMNOS,LAKE SUPERIOR,24,2003-05-19 13:28:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.13167,-91.11194
258780,CCGS LIMNOS,LAKE SUPERIOR,15,2011-07-30 21:24:00,100,0.0,0.0,,17.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.13167,-91.11167
40992,CCGS LIMNOS,LAKE SUPERIOR,22,2005-08-15 02:59:00,100,0.0,0.0,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.13528,-91.10639
197365,CCGS LIMNOS,LAKE SUPERIOR,33,2011-05-20 13:42:00,100,0.0,0.0,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.15889,-87.28194
22979,CCGS LIMNOS,LAKE SUPERIOR,30,2001-08-22 09:38:00,100,0.0,,,19.200001,TEMP,TEMPERATURE (OF WATER),DEG C,47.15889,-87.28167
323715,CCGS LIMNOS,LAKE SUPERIOR,37,2003-05-21 16:20:00,100,0.0,,,2.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.15917,-87.28139
169427,CCGS LIMNOS,LAKE SUPERIOR,7,2011-07-28 18:40:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.15972,-87.28111
135425,CCGS LIMNOS,LAKE SUPERIOR,27,2001-05-14 15:50:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.16,-87.28194
55863,CCGS LIMNOS,LAKE SUPERIOR,36,2011-05-21 01:05:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.16639,-87.64278
319372,CCGS LIMNOS,LAKE SUPERIOR,81,2016-08-16 18:16:00,100,0.0,,,20.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.18167,-86.21889
148501,CCGS LIMNOS,LAKE SUPERIOR,20,2005-08-14 17:05:00,100,0.0,0.0,,10.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.18278,-91.22944
145729,CCGS LIMNOS,LAKE SUPERIOR,77,2016-08-16 08:36:00,100,0.0,,,20.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.18306,-86.99917
271836,CCGS LIMNOS,LAKE SUPERIOR,21,2016-05-28 23:04:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.20556,-89.66583
141588,CCGS LIMNOS,LAKE SUPERIOR,34,2008-09-22 10:35:00,100,0.0,0.0,,14.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.20611,-89.66556
198630,CCGS LIMNOS,LAKE SUPERIOR,25,2005-06-04 18:52:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.20639,-89.66639
238599,CCGS LIMNOS,LAKE SUPERIOR,12,2011-07-30 01:47:00,100,0.0,0.0,,14.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.20667,-89.66778
137121,CCGS LIMNOS,LAKE SUPERIOR,21,2001-05-13 23:10:00,100,0.0,,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.20667,-89.6675
85878,CCGS LIMNOS,LAKE SUPERIOR,36,2008-05-11 09:30:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.20667,-89.66667
82746,CCGS LIMNOS,LAKE SUPERIOR,19,2013-05-17 16:48:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.20667,-89.66639
222592,CCGS LIMNOS,LAKE SUPERIOR,17,2011-05-16 03:14:00,100,0.0,0.0,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.20694,-89.66667
310420,CCGS LIMNOS,LAKE SUPERIOR,28,2016-08-07 18:59:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.20694,-89.66611
283,CCGS LIMNOS,LAKE SUPERIOR,24,2001-08-21 16:49:00,100,0.0,,,18.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.2075,-89.6675
199957,CCGS LIMNOS,LAKE SUPERIOR,26,2005-10-11 00:23:00,100,0.0,0.0,,11.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.2075,-85.62972
95584,CCGS LIMNOS,LAKE SUPERIOR,29,2003-05-20 20:26:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.20778,-89.66806
232075,CCGS LIMNOS,LAKE SUPERIOR,2,2005-05-24 11:47:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.20861,-85.62639
278713,CCGS LIMNOS,LAKE SUPERIOR,3,2011-07-27 10:45:00,100,0.0,0.0,,12.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.21222,-85.63139
